	Series	VOI	Maximum	Mean	Peak	TBR_Mean	TBR_Maximum
0	PET - Dynamic 40min DYN 3DMAC - frame 1 (0s)	ROI 2 - Sphere	1.61	0.71	0.7	0.75	1.69
1	PET - Dynamic 40min DYN 3DMAC - frame 2 (30s)	ROI 2 - Sphere	2.9	1.43	1.48	1.81	3.67
2	PET - Dynamic 40min DYN 3DMAC - frame 3 (60s)	ROI 2 - Sphere	2.53	1.53	1.65	1.8	2.98
3	PET - Dynamic 40min DYN 3DMAC - frame 4 (90s)	ROI 2 - Sphere	3.7	1.84	1.9	2.0	4.02
4	PET - Dynamic 40min DYN 3DMAC - frame 5 (120s)	ROI 2 - Sphere	5.35	2.07	2.32	2.3	5.94
5	PET - Dynamic 40min DYN 3DMAC - frame 6 (150s)	ROI 2 - Sphere	3.97	1.92	2.01	2.06	4.27
6	PET - Dynamic 40min DYN 3DMAC - frame 7 (180s)	ROI 2 - Sphere	3.78	1.96	2.08	1.96	3.78
7	PET - Dynamic 40min DYN 3DMAC - frame 8 (210s)	ROI 2 - Sphere	4.35	2.32	2.5	2.3	4.31
8	PET - Dynamic 40min DYN 3DMAC - frame 9 (240s)	ROI 2 - Sphere	3.91	1.82	1.97	1.92	4.12
9	PET - Dynamic 40min DYN 3DMAC - frame 10 (270s)	ROI 2 - Sphere	3.52	1.88	1.99	1.86	3.49
10	PET - Dynamic 40min DYN 3DMAC - frame 11 (300s)	ROI 2 - Sphere	4.06	2.17	2.31	2.13	3.98
11	PET - Dynamic 40min DYN 3DMAC - frame 12 (360s)	ROI 2 - Sphere	3.99	2.31	2.52	2.24	3.87
12	PET - Dynamic 40min DYN 3DMAC - frame 13 (420s)	ROI 2 - Sphere	3.4	2.43	2.55	2.25	3.15
13	PET - Dynamic 40min DYN 3DMAC - frame 14 (480s)	ROI 2 - Sphere	4.19	2.52	2.74	2.36	3.92
14	PET - Dynamic 40min DYN 3DMAC - frame 15 (540s)	ROI 2 - Sphere	4.11	2.39	2.56	2.1	3.61
15	PET - Dynamic 40min DYN 3DMAC - frame 16 (600s)	ROI 2 - Sphere	3.54	2.52	2.68	2.17	3.05
16	PET - Dynamic 40min DYN 3DMAC - frame 17 (780s)	ROI 2 - Sphere	3.38	2.51	2.66	2.11	2.84
17	PET - Dynamic 40min DYN 3DMAC - frame 18 (960s)	ROI 2 - Sphere	3.35	2.41	2.53	1.98	2.75
18	PET - Dynamic 40min DYN 3DMAC - frame 19 (1140s)	ROI 2 - Sphere	4.01	2.68	2.93	2.21	3.31
19	PET - Dynamic 40min DYN 3DMAC - frame 20 (1320s)	ROI 2 - Sphere	3.04	2.3	2.38	1.87	2.47
20	PET - Dynamic 40min DYN 3DMAC - frame 21 (1500s)	ROI 2 - Sphere	4.31	2.56	2.72	2.02	3.39
21	PET - Dynamic 40min DYN 3DMAC - frame 22 (1680s)	ROI 2 - Sphere	3.55	2.71	2.84	2.05	2.69
22	PET - Dynamic 40min DYN 3DMAC - frame 23 (1860s)	ROI 2 - Sphere	3.22	2.47	2.57	1.9	2.48
23	PET - Dynamic 40min DYN 3DMAC - frame 24 (2040s)	ROI 2 - Sphere	3.63	2.52	2.6	1.92	2.77
24	PET - Dynamic 40min DYN 3DMAC - frame 25 (2220s)	ROI 2 - Sphere	3.88	2.45	2.6	1.88	2.98
25	PET - 10-31min	ROI 2 - Sphere	3.24	2.52	2.67	2.08	2.68
