	Series	VOI	Mean
0	PET - 10-30	ROI 4 - Sphere	2.84
1	PET - Dynamic 40min DYN 3DMAC - frame 1 (0s)	ROI 4 - Sphere	1.64
2	PET - Dynamic 40min DYN 3DMAC - frame 2 (15s)	ROI 4 - Sphere	2.14
3	PET - Dynamic 40min DYN 3DMAC - frame 3 (30s)	ROI 4 - Sphere	2.22
4	PET - Dynamic 40min DYN 3DMAC - frame 4 (45s)	ROI 4 - Sphere	2.72
5	PET - Dynamic 40min DYN 3DMAC - frame 5 (60s)	ROI 4 - Sphere	2.21
6	PET - Dynamic 40min DYN 3DMAC - frame 6 (75s)	ROI 4 - Sphere	2.0
7	PET - Dynamic 40min DYN 3DMAC - frame 7 (90s)	ROI 4 - Sphere	2.83
8	PET - Dynamic 40min DYN 3DMAC - frame 8 (105s)	ROI 4 - Sphere	2.39
9	PET - Dynamic 40min DYN 3DMAC - frame 9 (120s)	ROI 4 - Sphere	2.46
10	PET - Dynamic 40min DYN 3DMAC - frame 10 (135s)	ROI 4 - Sphere	2.52
11	PET - Dynamic 40min DYN 3DMAC - frame 11 (150s)	ROI 4 - Sphere	2.46
12	PET - Dynamic 40min DYN 3DMAC - frame 12 (165s)	ROI 4 - Sphere	2.57
13	PET - Dynamic 40min DYN 3DMAC - frame 13 (180s)	ROI 4 - Sphere	2.69
14	PET - Dynamic 40min DYN 3DMAC - frame 14 (195s)	ROI 4 - Sphere	2.1
15	PET - Dynamic 40min DYN 3DMAC - frame 15 (210s)	ROI 4 - Sphere	1.98
16	PET - Dynamic 40min DYN 3DMAC - frame 16 (225s)	ROI 4 - Sphere	2.66
17	PET - Dynamic 40min DYN 3DMAC - frame 17 (240s)	ROI 4 - Sphere	2.52
18	PET - Dynamic 40min DYN 3DMAC - frame 18 (255s)	ROI 4 - Sphere	2.25
19	PET - Dynamic 40min DYN 3DMAC - frame 19 (270s)	ROI 4 - Sphere	2.59
20	PET - Dynamic 40min DYN 3DMAC - frame 20 (285s)	ROI 4 - Sphere	2.63
21	PET - Dynamic 40min DYN 3DMAC - frame 21 (300s)	ROI 4 - Sphere	2.82
22	PET - Dynamic 40min DYN 3DMAC - frame 22 (315s)	ROI 4 - Sphere	2.79
23	PET - Dynamic 40min DYN 3DMAC - frame 23 (330s)	ROI 4 - Sphere	2.9
24	PET - Dynamic 40min DYN 3DMAC - frame 24 (345s)	ROI 4 - Sphere	2.41
25	PET - Dynamic 40min DYN 3DMAC - frame 25 (360s)	ROI 4 - Sphere	2.24
26	PET - Dynamic 40min DYN 3DMAC - frame 26 (375s)	ROI 4 - Sphere	2.55
27	PET - Dynamic 40min DYN 3DMAC - frame 27 (390s)	ROI 4 - Sphere	2.61
28	PET - Dynamic 40min DYN 3DMAC - frame 28 (405s)	ROI 4 - Sphere	2.28
29	PET - Dynamic 40min DYN 3DMAC - frame 29 (420s)	ROI 4 - Sphere	2.37
30	PET - Dynamic 40min DYN 3DMAC - frame 30 (435s)	ROI 4 - Sphere	2.79
31	PET - Dynamic 40min DYN 3DMAC - frame 31 (450s)	ROI 4 - Sphere	2.49
