	Series	VOI	Maximum	Mean	Peak
0	PET - 20-40min 3DMAC	ROI 2 - Sphere	2.08	1.72	1.77
1	PET - Dynamic 40min DYN 3DMAC - frame 1 (0s)	ROI 2 - Sphere	0.0	0.0	0.0
2	PET - Dynamic 40min DYN 3DMAC - frame 2 (5s)	ROI 2 - Sphere	0.0	0.0	0.0
3	PET - Dynamic 40min DYN 3DMAC - frame 3 (10s)	ROI 2 - Sphere	0.11	0.0	0.0
4	PET - Dynamic 40min DYN 3DMAC - frame 4 (15s)	ROI 2 - Sphere	0.8	0.15	0.18
5	PET - Dynamic 40min DYN 3DMAC - frame 5 (20s)	ROI 2 - Sphere	5.84	0.81	0.65
6	PET - Dynamic 40min DYN 3DMAC - frame 6 (25s)	ROI 2 - Sphere	3.78	1.4	1.5
7	PET - Dynamic 40min DYN 3DMAC - frame 7 (30s)	ROI 2 - Sphere	6.78	1.07	0.95
8	PET - Dynamic 40min DYN 3DMAC - frame 8 (35s)	ROI 2 - Sphere	5.08	0.76	0.66
9	PET - Dynamic 40min DYN 3DMAC - frame 9 (40s)	ROI 2 - Sphere	3.72	1.31	1.47
10	PET - Dynamic 40min DYN 3DMAC - frame 10 (45s)	ROI 2 - Sphere	4.47	0.87	0.89
11	PET - Dynamic 40min DYN 3DMAC - frame 11 (50s)	ROI 2 - Sphere	5.77	1.35	1.36
12	PET - Dynamic 40min DYN 3DMAC - frame 12 (55s)	ROI 2 - Sphere	3.11	0.59	0.55
13	PET - Dynamic 40min DYN 3DMAC - frame 13 (60s)	ROI 2 - Sphere	2.32	0.92	0.85
14	PET - Dynamic 40min DYN 3DMAC - frame 14 (70s)	ROI 2 - Sphere	2.56	0.8	0.79
15	PET - Dynamic 40min DYN 3DMAC - frame 15 (80s)	ROI 2 - Sphere	2.75	0.85	0.84
16	PET - Dynamic 40min DYN 3DMAC - frame 16 (90s)	ROI 2 - Sphere	4.19	0.93	0.97
17	PET - Dynamic 40min DYN 3DMAC - frame 17 (100s)	ROI 2 - Sphere	3.03	1.24	1.36
18	PET - Dynamic 40min DYN 3DMAC - frame 18 (110s)	ROI 2 - Sphere	2.57	0.9	0.85
19	PET - Dynamic 40min DYN 3DMAC - frame 19 (120s)	ROI 2 - Sphere	2.2	1.09	1.04
20	PET - Dynamic 40min DYN 3DMAC - frame 20 (150s)	ROI 2 - Sphere	2.54	1.22	1.23
21	PET - Dynamic 40min DYN 3DMAC - frame 21 (180s)	ROI 2 - Sphere	2.77	1.12	1.11
22	PET - Dynamic 40min DYN 3DMAC - frame 22 (210s)	ROI 2 - Sphere	2.35	1.38	1.43
23	PET - Dynamic 40min DYN 3DMAC - frame 23 (240s)	ROI 2 - Sphere	2.17	1.16	1.17
24	PET - Dynamic 40min DYN 3DMAC - frame 24 (270s)	ROI 2 - Sphere	3.23	1.28	1.26
25	PET - Dynamic 40min DYN 3DMAC - frame 25 (300s)	ROI 2 - Sphere	2.42	1.39	1.44
26	PET - Dynamic 40min DYN 3DMAC - frame 26 (360s)	ROI 2 - Sphere	2.79	1.52	1.63
27	PET - Dynamic 40min DYN 3DMAC - frame 27 (420s)	ROI 2 - Sphere	2.43	1.33	1.33
28	PET - Dynamic 40min DYN 3DMAC - frame 28 (480s)	ROI 2 - Sphere	2.75	1.63	1.68
29	PET - Dynamic 40min DYN 3DMAC - frame 29 (540s)	ROI 2 - Sphere	2.7	1.56	1.58
30	PET - Dynamic 40min DYN 3DMAC - frame 30 (600s)	ROI 2 - Sphere	1.93	1.56	1.59
31	PET - Dynamic 40min DYN 3DMAC - frame 31 (900s)	ROI 2 - Sphere	2.37	1.77	1.85
32	PET - Dynamic 40min DYN 3DMAC - frame 32 (1200s)	ROI 2 - Sphere	2.17	1.73	1.78
33	PET - Dynamic 40min DYN 3DMAC - frame 33 (1500s)	ROI 2 - Sphere	2.23	1.73	1.78
34	PET - Dynamic 40min DYN 3DMAC - frame 34 (1800s)	ROI 2 - Sphere	2.21	1.69	1.73
35	PET - Dynamic 40min DYN 3DMAC - frame 35 (2100s)	ROI 2 - Sphere	2.2	1.72	1.78
