	Series	VOI	Maximum	Mean	Peak	TBR_Mean	TBR_Maximum
0	PET - Dynamic 40min DYN 3DMAC - frame 1 (0s)	ROI 2 - Sphere	1.85	0.31	0.26	0.36	2.13
1	PET - Dynamic 40min DYN 3DMAC - frame 2 (30s)	ROI 2 - Sphere	4.73	1.02	1.03	0.77	3.58
2	PET - Dynamic 40min DYN 3DMAC - frame 3 (60s)	ROI 2 - Sphere	2.67	1.0	0.97	0.84	2.24
3	PET - Dynamic 40min DYN 3DMAC - frame 4 (90s)	ROI 2 - Sphere	3.83	1.24	1.41	1.07	3.3
4	PET - Dynamic 40min DYN 3DMAC - frame 5 (120s)	ROI 2 - Sphere	2.98	0.94	0.96	0.73	2.33
5	PET - Dynamic 40min DYN 3DMAC - frame 6 (150s)	ROI 2 - Sphere	3.58	1.16	1.14	0.94	2.91
6	PET - Dynamic 40min DYN 3DMAC - frame 7 (180s)	ROI 2 - Sphere	4.34	0.97	0.94	0.71	3.17
7	PET - Dynamic 40min DYN 3DMAC - frame 8 (210s)	ROI 2 - Sphere	3.27	1.02	1.07	0.82	2.62
8	PET - Dynamic 40min DYN 3DMAC - frame 9 (240s)	ROI 2 - Sphere	5.41	1.21	1.11	0.9	4.01
9	PET - Dynamic 40min DYN 3DMAC - frame 10 (270s)	ROI 2 - Sphere	3.74	1.34	1.4	1.06	2.97
10	PET - Dynamic 40min DYN 3DMAC - frame 11 (300s)	ROI 2 - Sphere	3.27	1.33	1.51	0.99	2.44
11	PET - Dynamic 40min DYN 3DMAC - frame 12 (360s)	ROI 2 - Sphere	2.99	1.43	1.46	1.08	2.27
12	PET - Dynamic 40min DYN 3DMAC - frame 13 (420s)	ROI 2 - Sphere	3.42	1.46	1.47	1.07	2.51
13	PET - Dynamic 40min DYN 3DMAC - frame 14 (480s)	ROI 2 - Sphere	3.62	1.5	1.62	1.15	2.78
14	PET - Dynamic 40min DYN 3DMAC - frame 15 (540s)	ROI 2 - Sphere	3.2	1.39	1.37	1.04	2.39
15	PET - Dynamic 40min DYN 3DMAC - frame 16 (600s)	ROI 2 - Sphere	2.55	1.33	1.34	0.95	1.82
16	PET - Dynamic 40min DYN 3DMAC - frame 17 (780s)	ROI 2 - Sphere	2.66	1.49	1.51	1.06	1.9
17	PET - Dynamic 40min DYN 3DMAC - frame 18 (960s)	ROI 2 - Sphere	2.78	1.58	1.58	1.11	1.96
18	PET - Dynamic 40min DYN 3DMAC - frame 19 (1140s)	ROI 2 - Sphere	3.05	1.42	1.41	1.0	2.15
19	PET - Dynamic 40min DYN 3DMAC - frame 20 (1320s)	ROI 2 - Sphere	2.97	1.43	1.38	1.01	2.09
20	PET - Dynamic 40min DYN 3DMAC - frame 21 (1500s)	ROI 2 - Sphere	2.55	1.19	1.13	0.82	1.76
21	PET - Dynamic 40min DYN 3DMAC - frame 22 (1680s)	ROI 2 - Sphere	3.72	1.6	1.58	1.07	2.5
22	PET - Dynamic 40min DYN 3DMAC - frame 23 (1860s)	ROI 2 - Sphere	3.93	1.73	1.81	1.19	2.71
23	PET - Dynamic 40min DYN 3DMAC - frame 24 (2040s)	ROI 2 - Sphere	2.99	1.47	1.49	1.04	2.11
24	PET - Dynamic 40min DYN 3DMAC - frame 25 (2220s)	ROI 2 - Sphere	4.04	1.66	1.71	1.14	2.79
25	PET - 10-31	ROI 2 - Sphere	2.18	1.43	1.42	1.01	1.54
