	Series	VOI	Mean
0	PET - 10-30	ROI 1 - 2D Ellipse	3.16
1	PET - Dynamic Dynamic 40min - frame 1 (0s)	ROI 1 - 2D Ellipse	2.39
2	PET - Dynamic Dynamic 40min - frame 2 (15s)	ROI 1 - 2D Ellipse	3.47
3	PET - Dynamic Dynamic 40min - frame 3 (30s)	ROI 1 - 2D Ellipse	3.84
4	PET - Dynamic Dynamic 40min - frame 4 (45s)	ROI 1 - 2D Ellipse	2.28
5	PET - Dynamic Dynamic 40min - frame 5 (60s)	ROI 1 - 2D Ellipse	3.92
6	PET - Dynamic Dynamic 40min - frame 6 (75s)	ROI 1 - 2D Ellipse	3.48
7	PET - Dynamic Dynamic 40min - frame 7 (90s)	ROI 1 - 2D Ellipse	3.27
8	PET - Dynamic Dynamic 40min - frame 8 (105s)	ROI 1 - 2D Ellipse	3.76
9	PET - Dynamic Dynamic 40min - frame 9 (120s)	ROI 1 - 2D Ellipse	2.6
10	PET - Dynamic Dynamic 40min - frame 10 (135s)	ROI 1 - 2D Ellipse	4.25
11	PET - Dynamic Dynamic 40min - frame 11 (150s)	ROI 1 - 2D Ellipse	3.3
12	PET - Dynamic Dynamic 40min - frame 12 (165s)	ROI 1 - 2D Ellipse	3.98
13	PET - Dynamic Dynamic 40min - frame 13 (180s)	ROI 1 - 2D Ellipse	3.3
14	PET - Dynamic Dynamic 40min - frame 14 (195s)	ROI 1 - 2D Ellipse	3.23
15	PET - Dynamic Dynamic 40min - frame 15 (210s)	ROI 1 - 2D Ellipse	3.58
16	PET - Dynamic Dynamic 40min - frame 16 (225s)	ROI 1 - 2D Ellipse	3.58
17	PET - Dynamic Dynamic 40min - frame 17 (240s)	ROI 1 - 2D Ellipse	2.86
18	PET - Dynamic Dynamic 40min - frame 18 (255s)	ROI 1 - 2D Ellipse	3.75
19	PET - Dynamic Dynamic 40min - frame 19 (270s)	ROI 1 - 2D Ellipse	3.14
20	PET - Dynamic Dynamic 40min - frame 20 (285s)	ROI 1 - 2D Ellipse	2.75
21	PET - Dynamic Dynamic 40min - frame 21 (300s)	ROI 1 - 2D Ellipse	4.06
22	PET - Dynamic Dynamic 40min - frame 22 (315s)	ROI 1 - 2D Ellipse	3.19
